"Niche","Cluster_name","n_samples","Genus","mean_abundance","sd_abundance","min_abundance","max_abundance"
"Throat","Gem15",32,"g__Haemophilus",0.119272479358536,0.0775166958690958,0,0.336833916763905
"Throat","Gem15",32,"g__Alloprevotella",0.118614334124413,0.0878187600183244,0.000300435631665916,0.31408565972538
"Throat","Gem15",32,"g__Gemella",0.0898920502308179,0.116455840902565,0.00182892515475521,0.457112813579691
"Throat","Gem15",32,"g__Streptococcus",0.0880497261811261,0.0550265623017237,0.00989053731177418,0.236211699164345
"Throat","Hae12",3,"g__Haemophilus",0.349776001982816,0.219473671718337,0.197792549855763,0.601393652349066
"Throat","Hae12",3,"g__Capnocytophaga",0.128824044375502,0.1186677355884,0.00364744950732212,0.239683933274802
"Throat","Hae12",3,"g__Neisseria",0.102852090298962,0.146600111898608,0.00353857041755131,0.271227894142732
"Throat","Hae12",3,"g__Prevotella_7",0.0727928426066984,0.113765504216985,0.00225761946569673,0.204035329389839
"Throat","Hae12",3,"g__Moraxella",0.065584653084055,0.106811749645659,0.00225761946569673,0.188905220752354
"Throat","Hae8/Str3/Vei5",39,"g__Haemophilus",0.248420138270189,0.0932756611131585,0.0915609487038059,0.495376486129458
"Throat","Hae8/Str3/Vei5",39,"g__Streptococcus",0.15890807091071,0.100953578387821,0.00897408284873286,0.472934652467074
"Throat","Hae8/Str3/Vei5",39,"g__Veillonella",0.136944005620055,0.079342668522421,0.00239460583527632,0.302831578069859
"Throat","Hae8/Str3/Vei5",39,"g__Prevotella_7",0.123073446570298,0.0810475137641335,0,0.307871871352613
"Throat","Hae8/Str3/Vei5",39,"g__Prevotella",0.047151165225198,0.0590493154363917,0,0.27367362630863
"Throat","Hae9",11,"g__Haemophilus",0.359614892666544,0.132603744344852,0.246845887676337,0.693206022769005
"Throat","Hae9",11,"g__Veillonella",0.123045051539898,0.0811080547155024,0.0293900457834884,0.304150221265399
"Throat","Hae9",11,"g__Prevotella_7",0.108949823351454,0.064777256586225,0.0198257080610022,0.223119244109556
"Throat","Hae9",11,"g__Neisseria",0.0811125083462479,0.0877054970375548,0,0.246187363834423
"Throat","Hae9",11,"g__Streptococcus",0.0727825185269472,0.0345417102936102,0.0157671737167465,0.125387682764732
"Throat","Mix",11,"g__",0.148363577248101,0.279777003067919,0,0.859377030715245
"Throat","Mix",11,"g__Streptococcus",0.119846308540591,0.0948784436239871,0.000953082354979855,0.280023206343067
"Throat","Mix",11,"g__Haemophilus",0.0914155180151925,0.164618341496452,0,0.51673907487861
"Throat","Mix",11,"g__Veillonella",0.0730350859673656,0.0920644464534392,0,0.255076387545929
"Throat","Mix",11,"g__Acinetobacter",0.0674072614997294,0.22326051501217,0,0.740562800274537
"Throat","Mor1",5,"g__Moraxella",0.544289182512154,0.284887692266715,0.251985835965164,0.904363124560169
"Throat","Mor1",5,"g__Streptococcus",0.105735007261244,0.143346458136513,0,0.330940759881328
"Throat","Mor1",5,"g__",0.0923116273033665,0.178326269120607,0.000765623504641593,0.410417966313163
"Throat","Mor1",5,"g__Actinobacillus",0.0572004074084396,0.0787965985673957,0,0.155176120686566
"Throat","Mor1",5,"g__Haemophilus",0.0425496118888621,0.0804195552010697,0,0.185376591061346
"Throat","Nei6/Hae8",103,"g__Neisseria",0.229286706507341,0.106333118189225,0.053576086389483,0.547429051418972
"Throat","Nei6/Hae8",103,"g__Haemophilus",0.117494776077302,0.0595263870506192,0.0102703340809822,0.295277943813509
"Throat","Nei6/Hae8",103,"g__Streptococcus",0.102126638277186,0.0716031447271513,0,0.344734418176236
"Throat","Nei6/Hae8",103,"g__Prevotella_7",0.0916341217312082,0.0598466489901742,0,0.333228280281542
"Throat","Nei6/Hae8",103,"g__Veillonella",0.0746866522526651,0.037438514314727,0.000979911807937286,0.157725642558279
"Throat","Phy30",2,"g__Phyllobacterium",0.386855590235736,0.0315022928182659,0.364580105361016,0.409131075110457
"Throat","Phy30",2,"g__",0.147297288662989,0.160760343465113,0.0336225596529284,0.260972017673049
"Throat","Phy30",2,"g__Rothia",0.141927486829873,0.200715776748335,0,0.283854973659746
"Throat","Phy30",2,"g__Streptococcus",0.123661183506433,0.16738528334795,0.0053019145802651,0.2420204524326
"Throat","Phy30",2,"g__Renibacterium",0.0616850734300474,0.0464791704154363,0.0288193368453672,0.0945508100147275
"Throat","Pre11/Vei5",39,"g__Prevotella_7",0.344848620170319,0.10982692148055,0.152277657266811,0.65383709729209
"Throat","Pre11/Vei5",39,"g__Veillonella",0.161173122478731,0.0835129381666559,0,0.342188599577762
"Throat","Pre11/Vei5",39,"g__Streptococcus",0.114282639540558,0.0894972970462163,0.0206924502084298,0.395791330645161
"Throat","Pre11/Vei5",39,"g__Leptotrichia",0.0662118063230738,0.0822218770296872,0,0.314166886717719
"Throat","Pre11/Vei5",39,"g__Prevotella",0.0294729855870863,0.0324240283119664,0,0.164786695589299
"Throat","Pre24",10,"g__Prevotella_7",0.513349114482331,0.147757266327227,0.329071516477506,0.800476138946002
"Throat","Pre24",10,"g__Streptococcus",0.157362993022215,0.121564957640054,0.0358351749797186,0.344752258961374
"Throat","Pre24",10,"g__Veillonella",0.0562156354879278,0.0780429968762636,0,0.202394488662966
"Throat","Pre24",10,"g__Prevotella",0.0270842195913364,0.0313809286786333,0,0.0856295633199989
"Throat","Pre24",10,"g__Megasphaera",0.0244976533215204,0.0356846235324601,0,0.0974182328941208
"Throat","Pre4/Vei5",205,"g__Prevotella_7",0.226301419817192,0.116413274096591,0,0.669281045751634
"Throat","Pre4/Vei5",205,"g__Veillonella",0.120976386205314,0.0601085531831086,0,0.360339781568991
"Throat","Pre4/Vei5",205,"g__Streptococcus",0.114160257122192,0.0795916321269792,0.00542562157606405,0.602964118564743
"Throat","Pre4/Vei5",205,"g__Haemophilus",0.0877727688744524,0.0635545849987868,0,0.435371271419505
"Throat","Pre4/Vei5",205,"g__Neisseria",0.0776199298770045,0.0708220348725294,0,0.480878137453681
"Throat","Pse14",4,"g__Pseudomonas",0.477991948530446,0.0983565924115234,0.398869529747684,0.605174701459531
"Throat","Pse14",4,"g__Veillonella",0.101854959961753,0.104370374425739,0,0.247315035799523
"Throat","Pse14",4,"g__Prevotella_7",0.0862113582571182,0.0977274081418194,0.00670124118641105,0.219570405727924
"Throat","Pse14",4,"g__Porphyromonas",0.0828914398927801,0.16578287978556,0,0.331565759571121
"Throat","Pse14",4,"g__Streptococcus",0.0541383157148755,0.0398960469708988,0.00926165245110709,0.106368863334808
"Throat","Sta2",6,"g__Staphylococcus",0.553471598112083,0.248480986992257,0.190632389961095,0.843500885739593
"Throat","Sta2",6,"g__Prevotella_7",0.0725096230010108,0.0824106263575263,0,0.191160809371672
"Throat","Sta2",6,"g__Streptococcus",0.0712747840727776,0.0859593667589635,0,0.215109437514709
"Throat","Sta2",6,"g__Corynebacterium",0.0629393428938277,0.11788382677028,0,0.293571674114816
"Throat","Sta2",6,"g__Haemophilus",0.0526791541543601,0.103769503477726,0,0.261394838001098
"Throat","Str13",1,"g__Streptococcus",0.442028323435359,NA,0.442028323435359,0.442028323435359
"Throat","Str13",1,"g__Haemophilus",0.32855185015989,NA,0.32855185015989,0.32855185015989
"Throat","Str13",1,"g__Moraxella",0.213248058474189,NA,0.213248058474189,0.213248058474189
"Throat","Str13",1,"g__Staphylococcus",0.00785746916400183,NA,0.00785746916400183,0.00785746916400183
"Throat","Str13",1,"g__Corynebacterium",0.00456829602558246,NA,0.00456829602558246,0.00456829602558246
"Throat","Str3",56,"g__Streptococcus",0.326151816028206,0.11696627805347,0.12145512867245,0.672036420942042
"Throat","Str3",56,"g__Prevotella_7",0.0935975511259735,0.119031049513477,0,0.650668495029139
"Throat","Str3",56,"g__Haemophilus",0.0885191020313518,0.0814276385746506,0,0.329862874555612
"Throat","Str3",56,"g__Veillonella",0.0692867879393321,0.0597526130643925,0,0.270260448213204
"Throat","Str3",56,"g__Gemella",0.061457468533129,0.0721171369611229,0,0.461924326390216
"Throat","Vei5/Pre4",52,"g__Veillonella",0.252331877568785,0.103407945420138,0,0.606960696069607
"Throat","Vei5/Pre4",52,"g__Prevotella_7",0.210273940278088,0.128737246085012,0,0.535490363031194
"Throat","Vei5/Pre4",52,"g__Streptococcus",0.161400751172142,0.114446632545056,0.0208944607450876,0.551911884348207
